"","INDEX","YEAR","MN","HR","DT","...SLP","..MSLP","..DBT","..WBT","..DPT",".RH","..VP","DD","FFF","AW","VV","Cl","A","Cm","A.1","Ch","A.2","Dl","Dm","Dh","TC","h","c","a","Ht","..R.F",".EVP","DW","P","H",".WAT","Date"
"122",43063,2005,5,7.5,2,944.65,1004.95,31.7,21.5,15.75,42.5,182,26,4,5.5,97,6.5,3.5,0,0,1,1,0,4.5,5,6,2.5,26,0,3.25,29.5,NA,NA,NA,NA,NA,NA
"123",43063,2005,5,7.5,3,946,1007.15,27.4,22.2,19.6,63,230,13.5,1,4.5,96.5,8.5,4,3,1,0.5,0.5,2,6,5.5,5,13.5,15,2,16.1,NA,NA,NA,NA,NA,NA,NA
"124",43063,2005,5,7.5,4,946.55,1008.15,25.3,22,20.45,74.5,240.5,19,3,3,96.5,8,5,3,1.5,0.5,0.5,4,5.5,5.5,5,14,17.75,3.05,16,NA,NA,NA,NA,NA,NA,NA
"125",43063,2005,5,7.5,5,944.8,1005.6,29.2,21.8,17.8,55.5,206.5,13.5,4,3.5,97,6.5,2,0,0,0.5,0.5,0,2,3,5.5,4,13.5,13,6.95,17.6,NA,NA,NA,NA,NA,NA
"126",43063,2005,5,7.5,6,944.5,1005.25,29.5,21.6,17.3,52.5,200,28,6,5.5,97,6.5,3,0,0,1,1,0,4,5,6,2.5,26,0,3.25,28.8,NA,NA,NA,NA,NA,NA
"127",43063,2005,5,7.5,7,944.65,1005.3,29.4,22.3,18.75,55,216.5,29.5,6,7,97,4,2,0,0,0.5,0.5,0,0,2.5,7,3,1.5,48,0,3.5,28.3,NA,NA,NA,NA,NA
"128",43063,2005,5,7.5,8,945.15,1005.85,29.75,22.5,18.95,55,219.5,28,6,8.5,97,4,2,0,0,0,0,0,0,2,2.5,7.5,1.5,13,49.5,2.35,19.1,NA,NA,NA,NA,NA
"129",43063,2005,5,7.5,9,946.25,1006.9,30.05,23,19.75,54.5,230.5,28,10,7.5,97,6.5,1.5,0,0,0.5,0.5,0,1,3.5,5.5,3.5,13.5,13,1.5,14.2,NA,NA,NA,NA,NA,NA
"130",43063,2005,5,7.5,10,945.75,1006.4,30.1,22.4,18.6,52.5,214.5,28,8,10,97,4,1,0,0,0,0.5,0,0,1.5,7,3,1,48,0,3.75,29.3,NA,NA,NA,NA,NA
"131",43063,2005,5,7.5,11,946,1006.65,30.2,24.4,21.95,62,220,29.5,10,9.5,97,4,3,0,0,0.5,0.5,0,0,3.5,7,3,2.5,48,0,5.25,28.7,NA,NA,NA,NA,NA
"132",43063,2005,5,7.5,12,946.1,1006.55,31.4,21.55,16,43.5,185,63,4.5,5.5,97,2.5,0.5,1.5,2,0,0,0,0,2,6,4.5,2.5,41,0,3.7,29.3,NA,NA,NA,NA,NA
"133",43063,2005,5,7.5,13,946,1006.25,32.3,19,10.05,26,123.5,28,9,6.5,97,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,4.7,27.7,NA,NA,NA,NA
"134",43063,2005,5,7.5,14,945.65,1005.8,32.5,18.6,13.65,24.5,112.5,13.5,3,6,97,0,0,0,0,0.5,0.5,0,0,0.5,4.5,4.5,0.5,35,49.5,2.3,14,NA,NA,NA,NA,NA
"135",43063,2005,5,7.5,15,945.55,1005.7,32.2,20.3,13.15,31.5,153,16,9,7,97,2.5,0.5,0,0,0.5,0.5,0,0,1,7,3,1,48,0,5.1,27.6,NA,NA,NA,NA,NA
"136",43063,2005,5,7.5,16,946.65,1006.95,32.4,21,14.55,34.5,166.5,27,11,7.5,97,0,0,0,0,1,1.5,0,0,1.5,9,0,1.5,70,0,4.7,28.5,NA,NA,NA,NA,NA
"137",43063,2005,5,7.5,17,946.35,1006.7,31.7,22.4,17.7,43.5,203.5,28,8,7.5,97,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,6.2,28.8,NA,NA,NA,NA
"138",43063,2005,5,7.5,18,946,1006.35,31.4,21.4,15.6,44,181,28,9,8.5,97,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,4.95,28.8,NA,NA,NA,NA
"139",43063,2005,5,7.5,19,945.25,1005.5,32.45,22.1,16.65,42.5,190,16,6,6.5,97,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,5,29.35,NA,NA,NA,NA
"140",43063,2005,5,7.5,20,943.75,1003.45,34.5,22.1,15.15,34.5,174.5,25,11,4.5,97,4,2,0,0,0,0,0,0,2,2.5,7.5,1,13,49.5,3,19.8,NA,NA,NA,NA,NA
"141",43063,2005,5,7.5,21,943.8,1003.4,34.75,23.2,17.5,36.5,200,30.5,11,7.5,97,4,0.5,0,0,0,0,0,0,0.5,2.5,8.5,0.5,14,49.5,3.25,19.9,NA,NA,NA,NA,NA
"142",43063,2005,5,7.5,22,945.6,1005.85,32.3,22.9,18.3,45,210.5,27,8,8.5,97,2.5,0.5,0,0,1,4.5,0,2.5,5,7.5,0.5,15.5,35,2.9,15.95,NA,NA,NA,NA,NA,NA
"143",43063,2005,5,7.5,23,945.35,1005.3,33.3,22.05,15.95,38.5,182.5,29.5,4,6,97,0,0,0,0,0.5,0.5,0,0,0.5,4.5,4.5,0.5,35,49.5,2,15.3,NA,NA,NA,NA,NA
"144",43063,2005,5,7.5,24,945.4,1005.35,33.55,23.1,18,40.5,206.5,27,10,6,97,4,2,0,0,1,2,0,2.5,4,7.5,1,14.5,35,2.6,20.35,NA,NA,NA,NA,NA,NA
"145",43063,2005,5,7.5,25,945.85,1005.7,34.1,22.2,15.35,37,180,14.5,3,6,97,6.5,2.5,3,1.5,0.5,1,3.5,4,5.5,4.5,13.5,13,2.9,20.25,NA,NA,NA,NA,NA,NA,NA
"146",43063,2005,5,7.5,26,945.3,1005.55,31.8,23.45,19.55,50.5,227.5,27,6,6.5,97,2.5,1,0,0,1,2,0,2,3.5,7.5,1,14,35,2.8,20.1,NA,NA,NA,NA,NA,NA
"147",43063,2005,5,7.5,27,945.85,1006.3,31.4,22.6,18.15,48.5,209,29.5,11,8.5,97,0,0,0,0,1,2,0,0,2,9,0,2,70,0,4.5,29.75,NA,NA,NA,NA,NA
"148",43063,2005,5,7.5,28,944.75,1004.85,32.1,22.2,16.85,44,195,29.5,10,7.5,97,2.5,0.5,1.5,0.5,0,0,0,0,1,6,4.5,1,41,0,4.1,30.45,NA,NA,NA,NA,NA
"149",43063,2005,5,7.5,29,945.55,1007,25.8,22.3,20.7,73,244,1,7,4,97,8.5,6,3,1,0,0,0,7,5,9,2.5,29,2.2,4.55,27.3,NA,NA,NA,NA,NA,NA
"150",43063,2005,5,7.5,30,944.6,1005.05,31,22.6,18.2,52,212,28,4,2.5,97,4,2.5,1.5,1,0.5,1,0,3.5,3.5,7.5,1.5,14,35,9.15,18.25,NA,NA,NA,NA,NA,NA
"151",43063,2005,5,7.5,31,943.5,1004.95,26.4,21.7,16.85,65.5,225,13.5,6,6,97,7,3,1.5,1,5,2,2.5,6,5.5,5,13.5,17,1.7,13.15,NA,NA,NA,NA,NA,NA,NA
"152",43063,2005,6,7.5,1,944.2,1005.15,28.1,23.65,21.6,69.5,258.5,32,7,8.5,96.5,8,5,2.5,2.5,4,2.5,3,5,15.5,3,3.2,25.05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153",43063,2005,6,7.5,2,943.75,1004.7,27.8,23.3,21.25,68.5,252.5,28,7,9.5,96.5,6.5,3,2.5,3.5,4.5,3,6,4.5,16,0.5,14.5,11.95,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154",43063,2005,6,7.5,3,943.7,1004.2,29.8,23.9,21.3,63,253.5,28,10,9,97,5,1,1.5,2.5,0.5,0.5,0,4.5,5,6,1.5,26,0,3.1,29.8,NA,NA,NA,NA,NA,NA
"155",43063,2005,6,7.5,4,943.4,1003.8,31.6,24.75,20.1,55.5,236,27,8,9,97,4,1,0,0,1,1.5,0,1.5,3.5,7.5,1.5,16.5,0,4.25,29.7,NA,NA,NA,NA,NA,NA
"156",43063,2005,6,7.5,5,942.25,1002.3,31.7,23.5,19.6,52.5,229,27,10,8,97,4,1,0,0,0.5,2,0,0,3,7,4,3,49,0,4.7,30.35,NA,NA,NA,NA,NA
"157",43063,2005,6,7.5,6,942.85,1003.3,30.5,23.5,20.25,56.5,238,27,9,8.5,97,2.5,0.5,0,0,0.5,0.5,0,1,2.5,3,5,13,0,52.25,17.1,NA,NA,NA,NA,NA,NA
"158",43063,2005,6,7.5,7,943.1,1003.35,31.5,25.2,19.85,54,232.5,27,11,9.5,97,6.5,2.5,3,1.5,1,1,5,5,6,2,26,0,4.95,29.15,NA,NA,NA,NA,NA,NA,NA
"159",43063,2005,6,7.5,8,941.6,1001.8,31.1,23.8,20.4,55,240,28,12,10,97,5,2,1.5,1,1,1,2.5,4,5.5,4,14,13,1.5,15.55,NA,NA,NA,NA,NA,NA,NA
"160",43063,2005,6,7.5,9,941.3,1001.5,31.3,23.5,19.9,52,232.5,27,13,9.5,97,5,1.5,0,0,1,3,0,3.5,5,6,1.5,26,0,4.8,30.2,NA,NA,NA,NA,NA,NA
"161",43063,2005,6,7.5,10,943.35,1004.6,25.9,21.8,19.85,69.5,232,27,13,8,96.5,8.5,5.5,5.5,3,4.5,1,15,3.1,5.2,18.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162",43063,2005,6,7.5,11,943.45,1004.3,28.1,23,20.65,65,243.5,13.5,4,6,97,5,2.5,3,4.5,0,0,0,7,5,6,2.5,26,1.5,3.25,26.45,NA,NA,NA,NA,NA,NA
"163",43063,2005,6,7.5,12,943,1003.4,30.1,23.95,21.25,60.5,253,27,7,7,97,8,5.5,1.5,1.5,0,0,0,3.5,6,5.5,4.5,15,13,1.25,13.6,NA,NA,NA,NA,NA,NA
"164",43063,2005,6,7.5,13,943.45,1004.5,27.1,23,21.15,70,251,29.5,6,8.5,97,8.5,4.5,0,0,0.5,0.5,0,3.5,4,7,3.5,16,14.05,1.05,13.7,NA,NA,NA,NA,NA,NA
"165",43063,2005,6,7.5,14,944.25,1004.8,29.7,24.2,21.75,64,261,26,5,5.5,97,8.5,5,0,0,0.5,1,0,3.5,5,7,3.5,16.5,13,2.6,17.9,NA,NA,NA,NA,NA,NA
"166",43063,2005,6,7.5,15,943.2,1003.8,29.9,24.6,22.35,66.5,270,28,3,4,97,8,4.5,0,0,0,0,0,0,4.5,5,6,3,26,22.55,4.4,29.95,NA,NA,NA,NA,NA
"167",43063,2005,6,7.5,16,942.6,1003.4,26.75,23.6,22.2,76.5,267.5,29,5,6.5,97,8.5,5.5,0,0,1,1,0,6.5,5,7.5,17.5,18.7,1.8,17.45,NA,NA,NA,NA,NA,NA,NA
"168",43063,2005,6,7.5,17,940.3,1000.25,31.2,24.4,21.45,58,255.5,0,0,2.5,97,6.5,3.5,1.5,1,0.5,1,0,5.5,5,6,2.5,26,5.7,1.2,34.35,NA,NA,NA,NA,NA,NA
"169",43063,2005,6,7.5,18,938.75,999.9,26,24.3,23.6,87,291,0,0,3.5,96.5,8,6,3,1,0,0,0,7,5,6,4,26,11.6,2.7,26.2,NA,NA,NA,NA,NA,NA
"170",43063,2005,6,7.5,19,938.75,999.65,26.9,23.55,22.1,75,266,24,6,4.5,97,7,4.5,3,1.5,1,1,6,7,5,6,4,26,0.3,2.5,28.25,NA,NA,NA,NA,NA,NA
"171",43063,2005,6,7.5,20,939.1,1000.2,25.7,23.6,22.65,83.5,275,11.5,3,4.5,97,7,6.5,1.5,0.5,0,0,5.5,0,3.5,6,5.5,4.5,15.5,13.7,0.65,16,NA,NA,NA,NA,NA
"172",43063,2005,6,7.5,21,941.1,1002.25,26,22.4,20.7,73,244.5,25,8,6,97,8,5,3,1.5,0,0,0,6.5,5,6,3,26,0.7,2.85,26.8,NA,NA,NA,NA,NA,NA
"173",43063,2005,6,7.5,22,943.1,1004.15,27.1,22.6,20.5,67.5,241,24,8,7.5,97,8,5.5,3,1.5,0,0,0,7,5,6,3,26,0,2.55,27.35,NA,NA,NA,NA,NA,NA
"174",43063,2005,6,7.5,23,943.45,1004.8,25.5,22.95,21.25,80,260,27,5,9,97,7,7,4.5,4.5,2.5,3,6,13,3.85,4.1,17.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175",43063,2005,6,7.5,24,942.25,1003.5,26.1,23.1,21.75,77.5,260,27,10,8,97,7,6,1.5,0.5,0.5,0.5,6,3.5,2.5,6.5,4,16,2,14.1,15.95,NA,NA,NA,NA,NA,NA
"176",43063,2005,6,7.5,25,942.5,1003.9,25.05,23.05,22.1,84.5,266,28,6,7,96.5,7,6.5,4.5,5,2.5,3,5,12,9.8,5.8,15.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177",43063,2005,6,7.5,26,942.85,1004.75,23.2,22.3,21.85,92.5,262,27,5,7,96,7,6,2,2,6,8,5,6,3.5,26,18.7,1.55,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178",43063,2005,6,7.5,27,941.55,1003.1,24.2,23.4,23.05,93,281.5,27,5,50.5,51.5,7,3.5,1,0.5,3,7,2.5,3,5,15.5,26.15,6.15,24.7,NA,NA,NA,NA,NA,NA,NA,NA
"179",43063,2005,6,7.5,28,939.75,1001.2,24.1,22.65,22,88,264.5,27,9,9.5,96.5,7,5.5,4,6.5,5.5,7,4,16.5,6.3,10.55,18.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180",43063,2005,6,7.5,29,939.65,1001.15,24.3,22.8,22.15,88,266.5,27,8,11,96,7,6,2,2,6,8,5,6.5,3,23,8.9,0.95,24.4,NA,NA,NA,NA,NA,NA,NA,NA
"181",43063,2005,6,7.5,30,939.85,1001.35,23.95,22.9,22.45,91.5,271.5,27,6,7,96.5,7,5,2.5,3,3,4,5.5,3,5.5,15.5,12.1,1.1,23,NA,NA,NA,NA,NA,NA,NA,NA
"182",43063,2005,7,7.5,1,940.75,1002.3,24.4,22.8,22.1,87,266,27,9,9.5,96.5,7,5.5,2,2.5,3,4,5.5,3,5.5,15.5,4.6,2.35,24.4,NA,NA,NA,NA,NA,NA,NA,NA
"183",43063,2005,7,7.5,2,942.15,1003.75,24.3,22.4,21.5,85,256.5,27,9,10.5,96.5,7,6.5,2.5,1,3,4,5.5,3,5,15.5,4.6,1.8,24.4,NA,NA,NA,NA,NA,NA,NA,NA
"184",43063,2005,7,7.5,3,943,1004.9,23.1,22.45,22.1,94.5,266,27,7,7.5,96,7,6,2,2,6,8,5,6.5,4,23,28.5,1.15,23.5,NA,NA,NA,NA,NA,NA,NA,NA
"185",43063,2005,7,7.5,4,940.65,1002.1,24.6,22.6,21.7,84,259.5,27,12,8.5,97,7,6,3,1,0,0,6,0,7,5,6,3.5,26,9.4,0.6,23.8,NA,NA,NA,NA,NA
"186",43063,2005,7,7.5,5,940.4,1001.8,24.5,22.7,21.85,86,262,27,14,11.5,97,7,6,1.5,0.5,0.5,0.5,6,3.5,2.5,6.5,4,16,2.1,13.95,14.85,NA,NA,NA,NA,NA,NA
"187",43063,2005,7,7.5,6,942.8,1004,25.8,23.8,21.6,77.5,258,27,11,12.5,97,7,5.5,1.5,1,0.5,0.5,6,0,7,5,6,3.5,26,0.1,1.9,25.8,NA,NA,NA,NA,NA
"188",43063,2005,7,7.5,7,943.75,1005.15,25.9,22.7,21.25,75.5,252.5,27,10,8.5,97,7,4.5,3,1.5,0.5,0.5,6,3,6,5.5,4.5,14.5,13,1.95,15.65,NA,NA,NA,NA,NA,NA
"189",43063,2005,7,7.5,8,942.85,1004.15,26.1,22.4,20.65,72,243.5,27,12,10,97,7,2.5,1.5,1,5,3.5,6,3.5,6,6,4.5,11.5,11,0.5,16.2,NA,NA,NA,NA,NA,NA
"190",43063,2005,7,7.5,9,942.8,1004.3,25.5,22.9,21.75,79.5,260,28,8,5.5,97,7,3.5,3,2.5,1,1,6,7,5,6.5,3,24,0,3,26.75,NA,NA,NA,NA,NA,NA
"191",43063,2005,7,7.5,10,943.1,1004.7,24.8,22.7,21.75,83,260.5,27,9,9.5,96,7,5.5,1.5,0.5,3.5,2,6,4,6.5,6,5.5,12.5,11,0.7,14.35,NA,NA,NA,NA,NA,NA
"192",43063,2005,7,7.5,11,944.9,1006.75,24.4,22.4,21.5,84,256.5,27,7,7,96.5,7,6.5,2,1.5,6,8,5,6,3.5,26,0.5,1.35,25.5,NA,NA,NA,NA,NA,NA,NA,NA
"193",43063,2005,7,7.5,12,945.55,1006.95,26.3,23.2,21.8,76.5,261,27,10,9,97,7,4.5,3,1.5,1,1,6,7,5,6,3.5,26,0.2,3.2,27,NA,NA,NA,NA,NA,NA
"194",43063,2005,7,7.5,13,945.05,1006.45,26.4,23.3,21.9,77,262.5,27,6,7.5,97,7,4,1.5,1,5,1.5,6,3.5,5.5,6,3.5,12.5,13,0.7,13.05,NA,NA,NA,NA,NA,NA
"195",43063,2005,7,7.5,14,946.15,1007.65,26.1,23.15,21.8,77.5,261,27,6,9.5,97,7.5,4.5,1.5,0.5,0.5,1.5,6,0,6.5,5,6,3,26,0,3.1,27.7,NA,NA,NA,NA,NA
"196",43063,2005,7,7.5,15,945.9,1007.25,26.9,23,21.25,72,252.5,27,6,7,97,6.5,2,0,0,1,3.5,0,5.5,5,6,1.5,26,0,2.75,27.8,NA,NA,NA,NA,NA,NA
"197",43063,2005,7,7.5,16,944.8,1005.95,27.1,22.9,21,70,248.5,27,8,5.5,97,7.5,3.5,3,2,1,1.5,7,5,6,2.5,26,0,2,27.5,NA,NA,NA,NA,NA,NA,NA
"198",43063,2005,7,7.5,17,943.15,1004.25,27.2,23.5,21.9,73.5,263,13.5,4,4,97,7.5,4,1.5,0.5,1,2,3,6.5,5,6,3,26,0.35,2,28.85,NA,NA,NA,NA,NA,NA
"199",43063,2005,7,7.5,18,943.95,1005.25,26.3,24.3,23.5,85,289,13.5,5,3,96.5,8.5,6.5,3,1,3,4,2.5,8,3,15,2,13,17.8,NA,NA,NA,NA,NA,NA,NA,NA
"200",43063,2005,7,7.5,19,945.35,1006.85,25.9,23.5,22.45,81.5,271.5,27,6,3.5,97,4.5,4,1.5,0.5,0.5,2,3,2.5,6.5,6.5,5,14.5,17.7,1.1,14.1,NA,NA,NA,NA,NA,NA
"201",43063,2005,7,7.5,20,944.25,1005.7,25.9,23.8,22.9,83.5,279.5,27,4,5,97,7.5,3,3,3,1,1,6,7,5,6.5,2,24,1.45,1.75,27.65,NA,NA,NA,NA,NA,NA
"202",43063,2005,7,7.5,21,944.85,1006.7,24.1,22.3,21.5,85.5,256.5,27,5,6.5,97,7,6.5,4.5,5,2.5,3,5.5,13,5.9,3.25,16.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203",43063,2005,7,7.5,22,943.6,1005.3,24.5,23,22.35,87.5,270,27,3,4,97,7,5,2.5,2,3.5,4.5,5.5,7,4,14,2.6,13.15,13,NA,NA,NA,NA,NA,NA,NA,NA
"204",43063,2005,7,7.5,23,942.85,1004.2,25.4,22.9,21.75,80.5,260,27,10,8.5,97,7.5,4.5,1.5,0.5,5,2,3,7,5,6,3,26,1.1,1.8,26.3,NA,NA,NA,NA,NA,NA
"205",43063,2005,7,7.5,24,942.6,1004.2,24.7,22.7,21.8,84,261,27,12,7,97,7,5.5,3,1.5,0.5,0.5,6,4,6,5.5,5,14.5,14,1.05,12.6,NA,NA,NA,NA,NA,NA
"206",43063,2005,7,7.5,25,941.05,1002.8,22.8,22,21.6,93.5,258,27,7,6,96,7,6.5,4,5.5,5.5,7,4,16.5,7.7,10.7,19.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207",43063,2005,7,7.5,26,940.35,1002.2,22.8,22.2,21.9,94.5,262.5,13.5,3,6.5,96,7,3.5,2,4.5,6,8,5,7,2.5,20,51.1,0.5,23.2,NA,NA,NA,NA,NA,NA,NA,NA
"208",43063,2005,7,7.5,27,939.8,1005.5,23,22.2,21.8,93.5,261,27,3,7,96,7,3,2,5,6,8,5,7,2,20,10.1,0.65,23,NA,NA,NA,NA,NA,NA,NA,NA
"209",43063,2005,7,7.5,28,941.15,1002.7,24.1,22.6,21.95,87.5,263.5,27,11.5,10,96.5,7,6,2.5,1.5,3,4,5.5,3,5.5,15.5,5.2,2.1,24.4,NA,NA,NA,NA,NA,NA,NA,NA
"210",43063,2005,7,7.5,29,941.15,1002.7,24.2,22.8,22.15,88.5,266.5,27,9,6.5,97,7,6,1.5,0.5,0.5,0.5,6,3.5,2.5,6.5,4,16,3.65,13.25,16.05,NA,NA,NA,NA,NA,NA
"211",43063,2005,7,7.5,30,940.45,1002.1,23.6,22.8,22.45,93.5,271.5,13.5,2,4.5,96,7,5,2,3,6,8,5,7,4.5,21,9.2,1.1,23.8,NA,NA,NA,NA,NA,NA,NA,NA
"212",43063,2005,7,7.5,31,938.5,1000.35,22.15,21.7,21.45,95.5,255.5,27,6,6,96,7,5,2,3,6,8,5,6.5,3,23,28.45,1.7,23.7,NA,NA,NA,NA,NA,NA,NA,NA
"213",43063,2005,8,7.5,1,938.5,1000.35,22.15,21.7,21.45,95.5,255.5,27,6,6,96,7,5,2,3,6,8,5,6.5,3.5,23,28.85,0.45,22.2,NA,NA,NA,NA,NA,NA,NA,NA
"214",43063,2005,8,7.5,2,939.3,1000.85,23.55,22.3,21.75,89.5,260,27,6,7,96.5,7,7,1,0.5,3,4,5.5,3,5,15.5,17.8,1.55,23.9,NA,NA,NA,NA,NA,NA,NA,NA
"215",43063,2005,8,7.5,3,941.05,1002.75,23.7,22.55,22.05,90.5,265,27,7,8,97,7,7,1,0.5,3,4,5.5,3.5,2,14.5,3.6,4,15.4,NA,NA,NA,NA,NA,NA,NA,NA
"216",43063,2005,8,7.5,4,942.5,1004.35,23.4,22.4,21.95,91.5,263.5,27,5,8,97,7,6.5,2,1,3,4,5.5,3,5,15.5,3.6,2.1,27,NA,NA,NA,NA,NA,NA,NA,NA
"217",43063,2005,8,7.5,5,943.85,1005.85,22.85,21.9,21.4,92,254.5,27,9,6.5,96,7,6.5,2,1.5,6,8,5,6,3,26,4.9,1,24.2,NA,NA,NA,NA,NA,NA,NA,NA
"218",43063,2005,8,7.5,6,943.15,1004.95,23.6,22.45,21.95,90.5,263.5,27,4,8,97,7,5.5,3,1.5,0,0,6,0,7,5,6.5,3.5,23,3.95,0.6,23.8,NA,NA,NA,NA,NA
"219",43063,2005,8,7.5,7,942.2,1003.8,25.2,22.3,21.45,84.5,255.5,27,4,7,96.5,7,6.5,1.5,0.5,0,0,6,0,3.5,6,5.5,4.5,14.5,14.15,2,12.7,NA,NA,NA,NA,NA
"220",43063,2005,8,7.5,8,944.1,1006,24,22.5,21.8,87.5,261,27,3,7,96.5,7,7,0,0,0,0,6,0,0,7,5,6,3.5,26,2.1,1.25,25.15,NA,NA,NA,NA
"221",43063,2005,8,7.5,9,945.65,1007.45,24.3,22.5,21.65,85.5,258.5,27,6,4.5,96.5,7,6,2.5,1.5,3,4,5.5,3,5,15.5,4.2,1.9,24.6,NA,NA,NA,NA,NA,NA,NA,NA
"222",43063,2005,8,7.5,10,945.1,1006.8,24.7,22.4,21.35,82,254,27,7,7,97,7,5,3,1,0.5,0.5,6,3,6,6,4.5,13,13.05,2.1,15.15,NA,NA,NA,NA,NA,NA
"223",43063,2005,8,7.5,11,944.6,1006.3,24.6,22.5,21.55,83.5,257,27,7,8,97,7,7.5,4.5,4.5,5.5,7,4,16,2.35,13.6,11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224",43063,2005,8,7.5,12,944.05,1005.7,24.8,22.2,21,79.5,248.5,27,9,7.5,97,7,4.5,1.5,0.5,0.5,0.5,6,3.5,2.5,5,4,16,1.6,13.95,15.4,NA,NA,NA,NA,NA,NA
"225",43063,2005,8,7.5,13,943.95,1005.85,23.2,22.4,22,93.5,261.5,27,6,6.5,97,7,5,2.5,2.5,3,4,5.5,3.5,5,12.5,3.8,3.1,24.1,NA,NA,NA,NA,NA,NA,NA,NA
"226",43063,2005,8,7.5,14,943.65,1005.45,23.7,22.7,22.25,91.5,268.5,13.5,2,4.5,97,6,5.5,3,1.5,0,0,6,0,7,5,6,3.5,26,0.8,1.05,26.05,NA,NA,NA,NA,NA
"227",43063,2005,8,7.5,15,942.5,1004.1,24.3,22.3,21.35,84,249,27,2,5,97,7,7,0,0,0,0,6,0,0,7,5,6,3.5,26,0.95,1.65,25.45,NA,NA,NA,NA
"228",43063,2005,8,7.5,16,942.9,1004.6,23.7,22.45,21.85,89.5,261.5,27,5,4.5,96.5,7,6.5,1.5,0.5,0.5,0.5,6,4,6,5.5,4.5,15,14.35,0.65,13.6,NA,NA,NA,NA,NA,NA
"229",43063,2005,8,7.5,17,944.55,1006.8,22.2,21.65,21.4,95,254.5,13.5,4,4,96,7,5.5,2,2.5,6,8,5,6.5,4,23,7.85,1.5,23.8,NA,NA,NA,NA,NA,NA,NA,NA
"230",43063,2005,8,7.5,18,945.3,1007,24.2,22.3,21.4,85,255,13.5,2,5.5,97,7,5,1.5,0.5,1,1,6,3,6,6,4,13,13.7,1.1,15,NA,NA,NA,NA,NA,NA
"231",43063,2005,8,7.5,19,945.25,1007.1,23.8,22.2,21.45,87,256,13.5,5,5.5,96.5,7,7,0,0,0,0,6,0,0,7,5,6,4,26,1.65,1.4,24.3,NA,NA,NA,NA
"232",43063,2005,8,7.5,20,945.15,1007.3,22.7,21.85,21.4,92.5,254.5,27,2,5.5,96.5,7,7,2,1,6,8,5,6,4,26,1.65,0.75,24.45,NA,NA,NA,NA,NA,NA,NA,NA
"233",43063,2005,8,7.5,21,945.2,1007.35,22.6,21.9,21.55,94,257,13.5,2,4,96,7,5,2,3,6,8,5,7,3,22,5.95,1.3,24.25,NA,NA,NA,NA,NA,NA,NA,NA
"234",43063,2005,8,7.5,22,946.3,1008.2,23.9,22.4,21.7,88,259.5,13.5,1,4,97,7,5.5,3,1,0,0,6,0,6.5,5,6,3.5,26,1.5,1.8,25.4,NA,NA,NA,NA,NA
"235",43063,2005,8,7.5,23,946.95,1008.55,25.3,22.1,20.6,76,242.5,27,4,5,97,7.5,3.5,0,0,0.5,1,3,3,2.5,4.5,3.5,16.5,1,12.2,16.15,NA,NA,NA,NA,NA,NA
"236",43063,2005,8,7.5,24,947.45,1009.05,25.8,23.8,20.65,74.5,243.5,27,7,5.5,97,8,3.5,1.5,0.5,0.5,1.5,0,5.5,5,6,2,26,0,2.45,26.9,NA,NA,NA,NA,NA,NA
"237",43063,2005,8,7.5,25,947.4,1009.25,24.9,22.3,21.05,80,249.5,27,4,6,97,7.5,4,3,1,1,1,5.5,6,5.5,4,14.5,13,0.95,12.15,NA,NA,NA,NA,NA,NA,NA
"238",43063,2005,8,7.5,26,947.7,1009.65,24.1,21.8,20.7,81.5,244,27,7,7,97,7,4,0,0,1,2,6,0,6,5,6.5,2,24,0.5,1.9,26,NA,NA,NA,NA,NA
"239",43063,2005,8,7.5,27,947.1,1008.8,25,22.3,21,79,248.5,27,7,5,97,7,4,1.5,0.5,0.5,0.5,3,1.5,6,6,3.5,12.5,14.85,1,12.6,NA,NA,NA,NA,NA,NA
"240",43063,2005,8,7.5,28,946.4,1008.1,25.15,21.7,20,73.5,233.5,27,4,4.5,97,6.5,2,1.5,0.5,1,1,2.5,3.5,5.5,4,13.5,13,1,15.9,NA,NA,NA,NA,NA,NA,NA
"241",43063,2005,8,7.5,29,946.8,1008.25,26.3,22.45,20.65,72,239,13.5,3,4,97,6.5,3,3,1.5,0.5,1,3,5,5.5,4,14.5,13,0.75,16.05,NA,NA,NA,NA,NA,NA,NA
"242",43063,2005,8,7.5,30,944.85,1006.15,26.5,23.3,21.95,77,263.5,28,5,3.5,97,6,3,1.5,1,1,2.5,6.5,2.5,6,3.5,16,1.5,13.9,11.4,NA,NA,NA,NA,NA,NA,NA
