Date,MAX,MIN,R.F,EVP,DR,SSH,RH,VP
2009-09-15,31.6,19.6,18.6,2.6,2,8.6,81.5,275.5
2009-09-16,31.6,20.1,0,3.7,0,8.9,72,248
2009-09-17,31.9,20.5,0,4.4,0,9.1,70,227
2009-09-18,32.3,20,4.6,3.3,0,9.2,68,245.5
2009-09-19,32.8,21.4,0,4.5,0,8.2,72,267
2009-09-20,34.1,22.5,0,4.4,0,5.3,73,251.5
2009-09-21,33.2,22.7,0,3.7,0,4.8,84,271
2009-09-22,33.8,22.4,10.8,4,0,7,84,266.5
2009-09-23,34,21.1,24.3,4.5,4,6.3,81.5,249.5
2009-09-24,32.1,22,0.5,4.1,1,7.2,83.5,287.5
2009-09-25,32.6,21.4,4.6,4.7,4,8.2,76.5,270.5
2009-09-26,32.6,20.8,0,5.2,0,9,74.5,272
2009-09-27,32.9,21.4,0,4.2,0,9.6,70.5,248
2009-09-28,31.9,21.9,0,4.5,0,0,81,253
2009-09-29,28.5,23.4,0,2,0,3.5,77,264.5
2009-09-30,31.5,23.9,0,4.4,0,0.6,74,272.5
2009-10-01,29.7,22.4,0.8,2.1,0,3.3,78.5,285
2009-10-02,33.3,24.1,0,3.2,0,4.4,75,279
2009-10-03,34.3,24.8,0,4.4,1,1.6,83.5,284.5
2009-10-04,32.5,21.7,1,3.2,0,1,84.5,257
2009-10-05,26.1,21.1,28.4,2.8,1.8,1,91.5,264.5
2009-10-06,27,19.7,36.9,3.6,6,0.2,87.5,261.5
2009-10-07,27.8,21.8,0,2.9,0,7.2,80,250.5
2009-10-08,29.8,20.8,9.4,5.2,0,10.8,69,223.5
2009-10-09,29.7,17.8,0,3.4,0,10.3,65,211.5
2009-10-10,30.4,17.3,0,3.7,0,9,72.5,227
2009-10-11,31,19,0,3.7,0,8.4,64.5,221.5
2009-10-12,31.3,20.3,0,3.7,0,5.8,66,236
2009-10-13,32.1,21.3,28.2,4.8,3,0,84,258
2009-10-14,27.7,19.6,0,2.5,0,7.8,73,256
2009-10-15,32.4,19.7,0,3.3,0,8.7,64,224.5
2009-10-16,32.4,19.2,0,3.6,0,8.6,61.5,214.5
2009-10-17,33.2,19.1,0,3.6,0,6.8,71,248
2009-10-18,32.6,19,0,3.1,0,8.8,61,220
2009-10-19,33,16.9,0,3.3,0,8.6,56.5,192.5
2009-10-20,32.5,17.7,0,5.1,0,8.1,64,210.5
2009-10-21,33.4,18.8,0,4.3,0,9.3,59.5,212.5
2009-10-22,33.6,17.9,0,3.9,0,8.7,60.5,211.5
2009-10-23,32.8,18.4,0,4.3,0,9.6,61.5,205
2009-10-24,32.9,15.2,0,4.5,0,9.9,56.5,183.5
2009-10-25,32.4,14,0,4.7,0,9.8,51,162
2009-10-26,32.1,13.7,0,4.3,0,9.6,53,162
2009-10-27,31.5,13.7,0,4.3,0,9.7,52.5,163.5
2009-10-28,31.5,13.3,0,4.6,0,10.1,42,139
2009-10-29,32.1,14.2,0,4.7,0,6.6,42,140.5
2009-10-30,32.4,14.3,0,4.1,0,10,41,130
2009-10-31,33.3,12.6,0,5.1,0,10.2,48,144.5
2009-11-01,33.2,12.1,0,4.3,0,9.6,52.5,151
2009-11-02,32.2,11.4,0,4.5,0,10.2,39.5,115
2009-11-03,32.5,11.7,0,6.2,0,10,38.5,113.5
2009-11-04,31.9,12.3,0,6.4,0,9.6,50,152
2009-11-05,31.6,14.1,0,4,0,9.7,46.5,151
2009-11-06,31.6,16.7,0,5.3,0,9.6,58,195
2009-11-07,31.6,19,0,3.8,0,8.8,53.5,195
2009-11-08,32.1,19,0,4.3,0,8,58,208
2009-11-09,31.9,22.9,0,4.6,0,0,74.5,235
2009-11-10,27.8,21.7,0.4,1,25,1,95.5,249.5
2009-11-11,23.1,20.4,93.8,23,0,1,91,237.5
2009-11-12,24.1,21,42.6,1.1,6,7.9,76,234.5
2009-11-13,29.8,18.9,0,3.3,0,6.5,71.5,222
2009-11-14,30,20,0,2.8,0,1.4,85,256
2009-11-15,27.5,20.3,0,1.5,0,3.4,91.5,257.5
2009-11-16,30.1,20.6,37,2.8,15,1,93,258
2009-11-17,25.2,21.8,3,1.7,1,2.9,86,265
2009-11-18,28.9,20.2,0,3,0,8.3,78.5,250
2009-11-19,31,18.4,0,2.8,0,8.4,74.5,223
2009-11-20,30.3,16.6,0,3.3,0,8.7,69,214
2009-11-21,30.4,15.5,0,2.6,0,9.5,74,212.5
2009-11-22,30.4,14.9,0,2.7,0,8.7,73,191
2009-11-23,30,14.1,0,2.5,0,9.3,69,184.5
2009-11-24,29.9,15,0,2.4,0,9,71.5,200.5
2009-11-25,31.5,15.8,0,3,0,9.5,65,206
2009-11-26,32.3,16.8,0,2.3,0,7.1,73.5,226.5
2009-11-27,31.9,17.2,0,2.9,0,7.9,69,195
2009-11-28,30.4,15.4,0,2.2,0,8.7,65,174
2009-11-29,29.6,13.5,0,3.5,0,9.1,62,159
2009-11-30,28.2,11.5,0,2.9,0,9.2,61.5,153
2009-12-01,28,11.3,0,3.1,0,9.1,61.5,154
2009-12-02,28.4,12.4,0,2.8,0,8.7,70.5,175.5
2009-12-03,29.6,13.1,0,3,0,5.7,66,177
2009-12-04,30.4,15.1,0,2.6,0,6.6,77,204.5
2009-12-05,31.4,15.4,0,1.5,0,7.1,74,203
2009-12-06,31.5,15.1,0,2,0,7.9,75,203
2009-12-07,31.3,15.7,0,2.1,0,6.7,72,212
2009-12-08,30.6,15.2,0,1.7,0,8.4,70,182.5
2009-12-09,30.8,13.1,0,3.9,0,9.1,68,172.5
2009-12-10,30.5,13.1,0,3.3,0,8.6,67.5,164.5
2009-12-11,29.7,13.8,0,2.8,0,8.3,71.5,176.5
2009-12-12,28.8,13.3,0,3.6,0,8.2,72.5,179.5
2009-12-13,28.8,12.8,0,2.7,0,8.3,74,192
2009-12-14,30.2,14.6,0,2.3,0,7.8,75.5,191.5
2009-12-15,31,15.5,0,2.6,0,7.8,73,196
2009-12-16,30.6,14.9,0,3,0,7.8,73,192.5
2009-12-17,30.4,17.2,0,2.8,0,6.8,69.5,182
2009-12-18,30.7,16.3,0.3,2.6,0,7.6,76.5,202.5
2009-12-19,29.4,16.1,0,2.5,0,8.8,69,191.5
2009-12-20,28.9,15.7,0,3.6,0,8.4,66.5,170.5
2009-12-21,29.6,15.1,0,3,0,7.8,70.5,174.5
2009-12-22,28.7,13.6,0,3.5,0,7.9,74,178.5
2009-12-23,27.8,12.1,0,3.2,0,7.6,67,146.5
2009-12-24,28.2,10,0,3.4,0,9.1,64,128
2009-12-25,27.1,8.5,0,3.4,0,9.1,69.5,138
2009-12-26,28.2,10.5,0,2.9,0,8.3,69,144
2009-12-27,29.4,10.5,0,3,0,8.5,70.5,157.5
2009-12-28,29.4,11.5,0,3.3,0,8.8,69.5,160.5
2009-12-29,30.6,15,0,3.3,0,6.4,59.5,145.5
2009-12-30,30.1,13.8,0,3.6,0,7.5,63,152
2009-12-31,30.1,10.2,0,3.5,0,8.9,67.5,151.5
2010-01-01,29.3,13,0,2.5,0,8.4,68,177
2010-01-02,30,15.1,0,2.9,0,5.5,71.5,190
2010-01-03,29.3,17,2.7,0,25,1,77,219
2010-01-04,30.4,17,0,2.8,0,6.9,75.5,210
2010-01-05,30.4,14.5,0,2.3,0,7.6,77.5,199.5
2010-01-06,29.7,13.5,0,2.7,0,7.9,75,179
2010-01-07,28,12.4,0,3.7,0,8.1,68,147.5
2010-01-08,27.8,11.3,0,3.3,0,8.6,66.5,139
2010-01-09,27.4,13.8,0,2.8,0,7.8,43,139
2010-01-10,27.8,12.4,0,3.2,0,7.1,74,177
2010-01-11,29,14.8,0,3.6,0,5.1,76.5,199
2010-01-12,30.4,16.4,0,2.3,0,7.6,71,206.5
2010-01-13,30.1,14.7,0,2.9,0,8.9,67.5,162
2010-01-14,28.9,12.2,0,3.8,0,8.7,62.5,145.5
2010-01-15,28.6,13.2,0,3.9,0,6.6,78,185.5
2010-01-16,28,14.6,0,1.4,0,7.7,70,180
2010-01-17,30.2,14,0,2.5,0,9.4,72.5,173.5
2010-01-18,30,11.5,0,3.4,0,9.2,62,138.5
2010-01-19,29.9,12,0,2.8,0,8.9,65.5,137
2010-01-20,28.9,12,0,3.3,0,8.8,68,156.5
2010-01-21,29.1,12,0,4,0,9.2,64.5,135
2010-01-22,29.1,10.1,0,3.8,0,9.4,65,132
2010-01-23,29.8,9.1,0,3.3,0,9.6,55,108.5
2010-01-24,28.8,9.5,0,3.7,0,9.1,62,130.5
2010-01-25,29.3,10.6,0,2.9,0,8.7,66,132.5
2010-01-26,28.6,10.8,0,3,0,8.7,67,141.5
2010-01-27,28.2,10.9,0,3.5,0,7.4,67.5,135.5
2010-01-28,27.8,10.8,0,4,0,8.2,66,139.5
2010-01-29,28.9,11.5,0,3.7,0,8.5,70,154.5
2010-01-30,29.8,11.9,0,2.6,0,8.8,68.5,158
2010-01-31,28.8,12.7,0,3.8,0,8.9,69,162.5
2010-02-01,31,13.8,0,3.3,0,7.9,61,151.5
2010-02-02,31.4,13.4,0,3.5,0,8.3,66,162.5
2010-02-03,30.3,14,0,3.4,0,8.9,59,152
2010-02-04,31.8,14.5,0,3.8,0,7.9,67.5,171.5
2010-02-05,31.6,14.4,0,4.6,0,8.3,67,168.5
2010-02-06,29.9,14.1,0,2.6,0,8.4,64,153
2010-02-07,30.4,13.9,0,4,0,7.5,62.5,158
2010-02-08,30.6,14.6,0,4,0,7.7,63.5,161
2010-02-09,31.8,15.5,0,3.3,0,8.4,66.5,171
2010-02-10,28.5,14.6,0,3.8,0,5.1,68,179
2010-02-11,30.6,16.6,0,3.7,0,6.4,67.5,180
2010-02-12,30.9,13.1,0,3.4,0,10,59.5,163
2010-02-13,32.1,14.2,0,3.5,0,9.7,64.5,170.5
2010-02-14,33.2,15,0,3.8,0,9.7,57,153
2010-02-15,33.9,17.6,0,4.8,0,8,56,158
2010-02-16,33.6,16.6,0,4.7,0,9.8,41.5,125
2010-02-17,34.4,15.7,0,5.3,0,7.4,51.5,156
2010-02-18,32.7,14.3,0,5,0,9.4,52.5,142.5
2010-02-19,34.4,15,0,4.2,0,9.4,44,125
2010-02-20,34.7,13.8,0,6,0,10.3,50,142
2010-02-21,35.5,14.3,0,5.7,0,9.4,48,145.5
2010-02-22,36.3,17.7,0,5.5,0,9.2,50.5,166
2010-02-23,35.8,16.7,0,4.1,0,10.2,46.5,141.5
2010-02-24,34.1,11.5,0,7,0,10.8,36,96.5
2010-02-25,31.9,10.4,0,6.1,0,10.6,48.5,117.5
2010-02-26,32.8,13.2,0,5.7,0,10.5,46,131
2010-02-27,34.2,14,0,4,0,10.4,44,128
2010-02-28,35,15.6,0,6.3,0,10.2,40,141
2010-03-01,35.7,16.8,0,4.9,0,8.9,48.5,154.5
2010-03-02,36.1,17.6,0,6.2,0,8.1,45.5,157.5
2010-03-03,35.7,17.9,0,7,0,9.4,45,146.5
2010-03-04,35.1,15.5,0,7.2,0,9.6,42.5,137.5
2010-03-05,34.4,15.3,0,5.4,0,9.6,38,120.5
2010-03-06,35.7,15,0,6.5,0,9.4,65,168
2010-03-07,33.4,14.5,0,6.8,0,10.2,51.5,151
2010-03-08,34.1,14.5,0,7.2,0,10.2,41,133.5
2010-03-09,35.4,16.1,0,6.2,0,8.6,44.5,154.5
2010-03-10,36.4,19.1,0,5,0,5.7,50,176.5
2010-03-11,37.6,20.6,0,6,0,7.8,43.5,184
2010-03-12,35,21,0,6,0,5.8,74,218.5
2010-03-13,37.5,19.8,23.1,6.1,2,8.5,59.5,208
2010-03-14,36.1,18.4,0,7.4,0,6.9,51,149
2010-03-15,3.6,1.5,0,5.5,0,10,45,121
2010-03-16,35.9,15.3,0,7,0,9.4,35,99.5
2010-03-17,37.1,13.8,0,7.9,0,9.8,26,93.5
2010-03-18,37.1,17.4,0,6.8,0,9,42.5,156.5
2010-03-19,37.6,19.9,0,6.3,0,8.3,40,157.5
2010-03-20,37.6,19.1,0,6.8,0,6.5,36,146
2010-03-21,38.9,19.7,0,8.1,0,8.6,42.5,162.5
2010-03-22,39,21.6,0,7.5,0,9,40.5,159
2010-03-23,38.9,17.6,0,7.6,0,9.6,30.5,106.5
2010-03-24,37.7,17,0,8.8,0,9.8,31.5,112.5
2010-03-25,38.1,16.2,0,8.5,0,9.1,29.5,110
2010-03-26,37.9,18.7,0,7.4,0,8.7,41,152
2010-03-27,38,18.2,0,7.6,0,8.8,34.5,123
2010-03-28,38.1,19.1,0,5.6,0,9.1,38.5,155.5
2010-03-29,38.7,22.1,0,7.7,0,8.6,38.5,160.5
2010-03-30,38.8,20.2,0,7.7,0,9.4,23.5,98.5
2010-03-31,36,16.2,0,11.6,0,10.3,26,107.5
2010-04-01,36.8,18.6,0,9.1,0,10.9,40.5,141.5
2010-04-02,34.6,19.3,0,7.7,0,9.5,41.5,150.5
2010-04-03,37.2,17.5,0,10.1,0,10,29.5,107.5
2010-04-04,38,16.2,0,10.1,0,10.2,25,97.5
2010-04-05,38.6,17.2,0,8.8,0,9.8,27,113
2010-04-06,38.9,18.3,0,8.4,0,10,27,117.5
2010-04-07,39.9,19.2,0,9.2,0,6.5,31,139
2010-04-08,40.3,21.8,0,7.2,0,7.7,36,172
2010-04-09,41,26,0,8,0,0,49.5,212.5
2010-04-10,35.9,24.9,0,5.4,0,2.6,47.5,188.5
2010-04-11,37.8,16.5,0,7.5,0,9.6,29.5,131.5
2010-04-12,40,20,0,8.6,0,10,30.5,133
2010-04-13,41.2,20.8,0,9.9,0,10.8,22.5,107
2010-04-14,38.4,20.1,0,11.4,0,10.6,30.5,142
2010-04-15,40.1,23.1,0,8.2,0,9.9,39,176
2010-04-16,40.9,22.8,0,8.2,0,8.4,47,232.5
2010-04-17,41.5,23,0,9.3,0,7.4,39.5,185
2010-04-18,39.6,27.5,0,11,0,10,31.5,159.5
2010-04-19,38.1,23.5,0,10.4,0,10.5,38,176.5
2010-04-20,36.4,20,0,9,0,10.6,35.5,159.5
2010-04-21,37.7,17.2,0,8.5,0,10.8,22,115.5
2010-04-22,39.3,20.8,0,8.3,0,10.3,33,159.5
2010-04-23,39.8,23.4,0,9.7,0,8.1,33.5,159.5
2010-04-24,40.4,22.4,0,7.9,0,7.4,37,167.5
2010-04-25,39.4,21.6,0,8.4,0,10,28.5,133.5
2010-04-26,39,20.8,0,7.4,0,11.1,25.5,128
2010-04-27,40.4,21.2,0,11.6,0,11.2,27.5,145.5
2010-04-28,40.3,23.2,0,11.3,0,11,28,141.5
2010-04-29,39.4,23.8,0,10.2,0,8.1,37,165
2010-04-30,40.3,24.6,0.3,8.3,0,4.2,56.5,206.5
2010-05-01,35.6,24.3,0.3,7.1,7.9,0,54.5,215.5
2010-05-02,37.4,22.8,1.2,8.8,0,7.2,49.5,195
2010-05-03,38.9,20.8,2.2,9,0,10.5,40.5,170
2010-05-04,37.2,20.2,0.1,7.8,0,11.1,37.5,170.5
2010-05-05,38.7,23.3,0,7,0,10.6,35,166
2010-05-06,39.6,24.2,0,9,0,10.7,33,164.5
2010-05-07,38.8,22.8,0,10,0,1,54,209
2010-05-08,40.4,22.3,2.1,6.9,1,6.6,47.5,219.5
2010-05-09,39.1,23.2,0,5.6,0,10.9,32.5,168.5
2010-05-10,40.7,22.8,0,8.3,0,10.4,32.5,168
2010-05-11,40.1,23,0,9.9,0,11.3,28,149.5
2010-05-12,40.9,21.8,0,13.5,0,11.5,36.5,183.5
2010-05-13,38.2,23.7,0,11,0,11.3,47,215.5
2010-05-14,38.9,24,0,10.4,0,11.1,46.5,200
2010-05-15,38.9,24.2,0,11,0,11.2,43.5,197
2010-05-16,39.4,22.3,0,10.6,0,11.5,48.5,216.5
2010-05-17,28.4,24.6,0,10.8,0,9.7,45,195.5
2010-05-18,39.7,26.3,0,9.9,0,10.2,39,189.5
2010-05-19,41.9,28,0,12.6,0,4,39.5,201
2010-05-20,37.4,25.3,0,8.4,0,0,43.5,206.5
2010-05-21,39.4,25.9,0,12,0,8.7,56,247.5
2010-05-22,37.7,26.2,0,12.5,0,10.2,56,255
2010-05-23,37.9,26,0,15.8,0,10,54.5,251
2010-05-24,38.3,25.5,0,11.5,0,11.3,50,223.5
2010-05-25,37.2,25.1,0,9.1,0,10.7,54.5,237.5
2010-05-26,37.4,25.3,0,11.5,0,11,52.5,232.5
2010-05-27,35.9,26,0,11,0,11.2,49,219
2010-05-28,36.6,25.7,0,11.4,0,11.3,53.5,234
2010-05-29,36.4,24.5,0,12.5,0,11.2,50,223.5
2010-05-30,37.6,24.1,0,10.6,0,11.1,49,217
2010-05-31,37.6,24.5,0,10.5,0,9.8,70.5,248.5
2010-06-01,37.5,17.6,26.5,7.4,1,7.8,82,259.5
2010-06-02,36.2,22.8,52,6.5,2,9.5,64.5,258
2010-06-03,34.5,24.9,52,6.9,0,9,61.5,256
2010-06-04,34.8,24.2,3.6,5.4,0,11.7,51.5,218
2010-06-05,35.4,24.4,0,10.2,0,11.6,55.5,234.5
2010-06-06,34.9,24.8,0,9.9,0,9.1,59,237
2010-06-07,33.9,24.3,0,8.4,0,9.1,59,241.5
2010-06-08,33.4,24.5,0,9.7,0,6.8,61.5,243
2010-06-09,33.2,24.8,0,8.9,0,7.5,69.5,263
2010-06-10,36.5,24.3,0,7.8,0,4.5,58,237.5
2010-06-11,36.2,21.9,12.2,4.5,1,4.9,74,266
2010-06-12,35.5,21.2,46.7,4.3,1,0,80,280
2010-06-13,32.7,23.3,3.5,3.2,1,0,93,281
2010-06-14,28.8,23.5,10.4,8.7,0,1,93,286
2010-06-15,30.2,21.6,99.4,0.6,1,0,89,272
2010-06-16,29.1,23.1,19.2,2.4,0,1,92,277
2010-06-17,27.7,22.7,5.6,1.6,2,5.7,83,271
2010-06-18,30.7,23.6,0,4.9,0,0.6,75.5,260.5
2010-06-19,31,22.4,2.1,4.5,1,5.2,82,281
2010-06-20,32.8,23.7,0,3.5,0,1.9,81,278
2010-06-21,30,23.3,1.3,3.5,9.3,1,71,266.5
2010-06-22,31.2,24,0,6.9,4.8,1,73,274
2010-06-23,31.9,23.8,1.3,6.3,0,1.3,76,262
2010-06-24,29.8,23.3,1,4.9,0,3.2,78.5,255
2010-06-25,29.3,21.7,0.1,4.2,0,6.3,68.5,241
2010-06-26,29.9,22.8,0.1,5,0,7.5,74,276
2010-06-27,33.1,23.5,0,5.9,0,6.5,80.5,275
2010-06-28,32.3,24.2,0.4,7.3,0,2.5,77.5,270
2010-06-29,30.5,24,0.8,7.7,0,2,75.5,265.5
2010-06-30,29.4,23.9,0,4.9,0,3.1,73,263.5
2010-07-01,29.9,23.8,0.1,4,6,5.7,74.5,253.5
2010-07-02,31.8,22.3,10.7,5.2,1,0,83.5,255
2010-07-03,26.7,22.7,1.3,4.7,0,0,84,258.5
2010-07-04,27.9,22.6,0,5.2,0,4.3,72.5,259.5
2010-07-05,30.1,22.3,1.3,4.9,5.9,1,73.5,265
2010-07-06,30.6,22.5,2.1,4.8,0,3.9,75.5,250.5
2010-07-07,29.2,23.2,0.2,3.8,1,2.8,79.5,261
2010-07-08,30.8,22.7,21.8,4.1,0,2,80,262
2010-07-09,28.6,23,0.9,5.3,0,2.4,80.5,254
2010-07-10,29,23,0,3.9,0,4.4,74,253
2010-07-11,29.7,23.3,0.4,3.7,0,2.4,77,260
2010-07-12,29.8,23.2,0,6.9,0,4,69,236.5
2010-07-13,30.4,23.3,0,5.7,0,3.5,64.5,234
2010-07-14,29.7,22.7,0,3.9,0,4.6,69,244
2010-07-15,30.9,23.8,0,4.3,0,4,74,256.5
2010-07-16,31.3,23.4,0,5.4,4,2.8,73,254
2010-07-17,31.1,23.5,0.4,4.7,0,4.4,74.5,246.5
2010-07-18,31.4,22.2,0,6.8,0,5.5,77.5,253.5
2010-07-19,30.7,23.2,0.3,6.8,0,3,76,262.5
2010-07-20,30.8,23.4,0.4,6.6,0,1.2,78.5,257
2010-07-21,29.4,23.2,2,2.6,1,0,88.5,275
2010-07-22,28.3,22.6,13,5.3,4,0,92.5,276
2010-07-23,27.8,22.8,2.4,3,1,0,85,261
2010-07-24,27.4,23,5.9,2.2,1,0,87,259.5
2010-07-25,25.5,21.9,19.7,1.9,14,0,94.5,263
2010-07-26,25.9,22,54.2,2.2,7,0,92.5,262.5
2010-07-27,25.7,22.3,44.5,3.4,5,1.5,88,265.5
2010-07-28,27.6,22.8,9.8,3,3,0,90.5,268.5
2010-07-29,27.7,22.6,4.7,1.8,1,0.3,85,248
2010-07-30,28.3,21.6,7.9,1.8,1,0.9,85.5,270
2010-07-31,29.2,22,2.5,2.7,11,0.1,85.5,257
2010-08-01,25.9,22.4,10.2,2.4,0,1,84,252.5
2010-08-02,27.5,22.2,9.6,2.2,3.9,1,91.5,261
2010-08-03,28.1,22.5,17.9,3.5,0.9,1,90,273
2010-08-04,27.7,22.4,3.3,5.3,4.2,1,84,250.5
2010-08-05,28.2,22.1,0.6,4.6,0,8.7,74,251.5
2010-08-06,29.5,22.5,0.1,5.7,0,0.6,87.5,254.5
2010-08-07,27.9,21.3,10.2,2.3,8,0.4,85,242.5
2010-08-08,26.9,21.8,0.6,4.9,0,4.5,74,247
2010-08-09,29,22.1,0.1,5.2,0,9.3,71,240.5
2010-08-10,29.7,21.7,0,5,0,8,73,248.5
2010-08-11,29.5,21.9,0,5.8,0,7.6,81,264
2010-08-12,30.6,23.3,1.1,4.5,0,3.5,80.5,263.5
2010-08-13,29.5,22.8,0.3,3.3,0,0,86.5,255.5
2010-08-14,27.8,22.4,0,2.9,0,6.3,80,259
2010-08-15,30.5,21.7,0,5.6,0,7.4,75.5,265
2010-08-16,31.9,22.5,0,5.3,0,0.4,79.5,269
2010-08-17,29.8,23,0,5.3,0,3.7,79.5,270.5
2010-08-18,29.4,23.4,0.2,1.7,0,0.7,87,259.5
2010-08-19,28,22.1,0.7,2.1,0,1,80.5,252.5
2010-08-20,27.7,22.3,0,4.3,0,0,81,256.5
2010-08-21,27.6,22.1,0,2.7,0,3.2,81,262
2010-08-22,30.1,22.3,0.1,3.5,0,5.2,79,258
2010-08-23,29.9,22.1,1.2,3.6,0,3.8,81.5,255.5
2010-08-24,29,22.1,0.1,3.4,0,2.4,81,265
2010-08-25,28.9,22.6,0.3,3.2,0,0,83,248.5
2010-08-26,27.4,22.6,0,2.5,0,1.1,79,258.5
2010-08-27,30.2,22.6,23,2.1,7,3.5,83.5,282.5
2010-08-28,28.9,22.8,0.2,3.2,0,2,85.5,276
2010-08-29,29.2,23.1,22.1,1.9,5,0.1,95,279.5
2010-08-30,27.8,22.2,56.9,2.5,16,0,87.5,246.5
2010-08-31,25.9,22,13.5,3,6,0,95,248
2010-09-01,24.4,22,16.2,3.6,0,3.8,86.5,259.5
2010-09-02,27.9,21.8,1,2.3,0,5.4,84,259
2010-09-03,28.4,21.7,0.5,3.1,7.4,1,77,242
2010-09-04,28.1,21.4,0.8,4.9,0,0.6,84.5,253
2010-09-05,28,21.8,0.7,3.3,0,2.2,88,259.5
2010-09-06,28.4,22.1,2.1,5,0,0.1,82.5,251
2010-09-07,27.3,21.7,2.1,2.1,0,0.8,83.5,250.5
2010-09-08,27.8,22.3,0.1,1.8,4,0.4,92.5,269
2010-09-09,27.9,22.2,10.9,1.5,1,0,88.5,256.5
2010-09-10,27.1,20.3,4.7,1.7,8.9,0,73,233
2010-09-11,29.7,19.2,0,4.6,0,7.5,75,232
2010-09-12,28.9,19.2,0,5.3,0,10.2,71,236
2010-09-13,30.2,19.8,0,4.4,0,8.6,71,236
2010-09-14,31,21.8,0,5,0,5,75,249.5
2010-09-15,29,22.1,0,3.7,0,5.7,77,252
2010-09-16,30.7,21.9,0.1,3.9,0,4.2,79,252.5
2010-09-17,30.3,21.9,0,3.5,0,1.8,76,240.5
2010-09-18,29.2,22.5,0,2.6,0,4.8,81,261
2010-09-19,31.5,20.5,0.6,4.7,0,8.9,71.5,240
2010-09-20,32.3,21.4,2,3.7,3.7,1,82,258.5
2010-09-21,31.4,22.8,0,3.9,4.9,0,79,255
2010-09-22,30.9,21.2,15.8,3.1,0,8.6,77.5,275
2010-09-23,32.9,22.4,1,9.5,0,5.9,81.5,271
2010-09-24,32.6,21.9,0,5.5,0,5.6,87,270
2010-09-25,32.9,20.4,0.2,5.8,0,7.8,83.5,259.5
2010-09-26,32.4,21.9,0.2,5.4,0,5.7,89.5,270
2010-09-27,32.7,21.1,10.6,3.8,1,8.4,71.5,254.5
2010-09-28,32.7,21.3,22.5,6.2,7.8,0,76,263
2010-09-29,31.6,22.1,0,5.8,9.1,0,67.5,263.5
2010-09-30,33.5,21.2,25.3,2.5,2,6,74.5,247
2010-10-01,31.1,20.8,0,4.5,0,9.2,65.5,220.5
2010-10-02,32.7,19.2,0,4.8,0,8.9,63,214.5
2010-10-03,31.3,20.9,0,5.4,0,8.8,62.5,243.5
2010-10-04,32.8,22.9,1,2.7,0,6.9,72,254.5
2010-10-05,32.5,20.5,181.1,3,40,1,87.5,257.5
2010-10-06,31.9,21,18.6,2,0,6.7,75,270
2010-10-07,33.5,21.8,0,3.6,0,9.1,65.5,241.5
2010-10-08,33.6,19.8,0,5.5,0,7.7,66.5,225
2010-10-09,33.7,21.3,0,4.7,0,7.2,66.5,230
2010-10-10,32.3,18.6,0,3.8,0,9.7,65.5,213.5
2010-10-11,30.2,19.9,0,7,0,6.4,76,229
2010-10-12,30.3,18.5,0,5.1,0,9.3,64,209.5
2010-10-13,31.1,19.6,0,6.5,0,7.9,80.5,243
2010-10-14,32.6,20.2,1.6,2.7,1,6.4,88,242.5
2010-10-15,32.4,21.3,1.7,2.6,1,8.1,73,245
2010-10-16,31.5,21.9,0,4.5,0,1.2,75,240.5
2010-10-17,30,23.7,0,2.5,0,1.7,80.5,264.5
2010-10-18,30.6,20.8,33.4,5.5,2,4,90.5,278.5
2010-10-19,30.5,23.3,21.2,3.6,1,4.8,87.5,283.5
2010-10-20,31.6,22.3,3.5,2.2,1,7.1,85,280
2010-10-21,31.5,23.3,0,4.3,0,8.5,76,260
2010-10-22,31.7,21.2,0,4.7,0,6.4,83,267.5
2010-10-23,31.3,20.5,1.2,3.1,1,5.3,83,253
2010-10-24,31.3,20.1,0.2,4.1,0,9,76,245
2010-10-25,31.8,20.6,0,5,0,3.3,76,250
2010-10-26,29.9,19.1,0,4,0,9,69.5,224
2010-10-27,31.6,18.3,0,4.9,0,9.4,59,200.5
2010-10-28,31.9,16.4,0,5.9,0,9,66,211.5
2010-10-29,31.6,16.5,0,6.6,0,9,65.5,195.5
2010-10-30,30.7,16,0,4.2,0,9.1,56.5,168.5
2010-10-31,31.8,15.9,0,3.5,0,9.5,52.5,164.5
2010-11-01,31.3,14.8,0,3.8,0,8.8,53.5,155.5
2010-11-02,30.1,13.8,0,4.7,0,9.7,57,173.5
2010-11-03,30.6,17.5,0,3.3,0,9,68.5,221.5
2010-11-04,30.9,22.4,0,6.3,0,2.4,71.5,234
2010-11-05,30.8,20.4,0,5.1,0,3.5,90.5,256.5
2010-11-06,30.8,20.1,15.8,1.9,3,4.3,81.5,240
2010-11-07,30.5,19.4,0,4.5,0,4.5,69.5,199
2010-11-08,28.6,17.5,0,3.4,0,1.4,71.5,213.5
2010-11-09,28.6,22,2,2.3,1,0.2,90,255
2010-11-10,25.8,19.3,0.2,1.6,5.1,0,79,253.5
2010-11-11,30.1,20.6,0,3.4,0,6.1,79.5,257
2010-11-12,31.2,20.3,0,3.1,0,8.4,74.5,249.5
2010-11-13,31.9,22,0,4,0,5.5,78.5,254
2010-11-14,32.2,21.4,8,1.6,1,5.3,85,243
2010-11-15,31,21.1,11.2,2.9,3,4.3,88,269
2010-11-16,30.4,20.8,1.2,4.4,0,7.8,73,235
2010-11-17,30,19.5,0,3.1,0,9.1,69.5,225.5
